Player,Team,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Al Horford,ATL,81,1148,799,189,59,91,1,122,0,0,39,0,1779.5,21.97
Baron Davis,LAC,75,1145,266,598,126,43,82,211,0,0,18,1,1624.5,21.66
Steve Nash,PHX,81,1333,268,892,42,12,124,295,0,0,49,0,1750.5,21.61
Stephen Curry,GSW,80,1399,356,472,152,19,166,243,1,0,12,1,1724.5,21.56
Russell Westbrook,OKC,82,1322,401,652,108,34,23,268,0,0,24,1,1767.5,21.55
David West,NOH,81,1541,605,239,76,60,7,173,2,0,21,0,1740.0,21.48
Antawn Jamison,CLE,66,1235,555,84,71,21,85,91,0,0,25,0,1417.0,21.47
Joe Johnson,ATL,76,1619,353,369,82,5,129,145,1,0,4,0,1630.0,21.45
Kevin Love,MIN,60,842,658,136,43,23,35,117,0,0,36,0,1283.5,21.39
Joakim Noah,CHI,64,687,704,132,32,100,0,117,0,0,28,0,1354.5,21.16
Chris Kaman,LAC,76,1408,704,120,37,94,0,223,0,0,33,0,1600.0,21.05
LaMarcus Aldridge,POR,78,1393,627,160,67,48,5,104,0,0,24,0,1636.0,20.97
Stephen Jackson,CHA,81,1667,401,300,132,43,129,259,1,0,3,0,1694.0,20.91
Brandon Roy,POR,65,1398,285,305,61,16,73,129,3,0,1,0,1354.5,20.84
Rudy Gay,MEM,80,1567,472,153,118,64,66,169,1,0,8,0,1645.5,20.57
Kenyon Martin,DEN,58,667,546,109,72,61,8,91,0,0,23,0,1190.5,20.53
Lamar Odom,LAL,82,882,802,267,75,59,58,150,0,0,25,0,1682.0,20.51
Nene,DEN,82,1135,627,203,115,82,0,125,0,0,14,0,1680.5,20.49
Trevor Ariza,HOU,72,1072,403,276,126,40,136,161,0,0,6,1,1462.0,20.31
Luol Deng,CHI,70,1230,512,143,66,61,32,134,0,0,13,0,1419.0,20.27
Chauncey Billups,DEN,73,1427,228,409,82,9,157,177,0,0,4,0,1438.0,19.7
Derrick Rose,CHI,78,1619,293,469,57,27,16,217,0,0,6,0,1536.5,19.7
Kevin Garnett,BOS,69,990,506,185,68,57,1,101,0,0,10,0,1345.5,19.5
Andrew Bynum,LAL,65,977,541,68,35,94,0,115,0,0,21,0,1261.5,19.41
Luis Scola,HOU,82,1329,705,169,63,26,1,163,1,0,32,0,1587.0,19.35
Manu Ginobili,SAS,75,1237,284,370,103,24,132,154,1,0,3,0,1442.5,19.23
Earl Barron,NYK,7,82,77,8,4,4,0,11,0,0,2,0,133.0,19.0
Devin Harris,NJN,64,1080,203,423,79,18,60,181,0,0,6,0,1215.0,18.98
Andrea Bargnani,TOR,80,1376,493,93,25,111,121,120,0,0,10,0,1496.5,18.71
Greg Oden,POR,21,233,178,19,8,48,0,39,0,0,5,0,391.5,18.64
Jeff Green,OKC,82,1239,490,134,104,72,104,135,0,0,11,0,1523.5,18.58
Caron Butler,DAL,74,1206,461,156,116,24,42,160,0,0,9,0,1370.0,18.51
Brandon Jennings,MIL,82,1270,282,470,105,18,145,200,1,1,2,0,1509.5,18.41
Emeka Okafor,NOH,82,850,742,55,54,127,0,111,0,0,27,0,1500.0,18.29
Paul Pierce,BOS,71,1296,310,218,84,31,109,166,0,0,1,0,1295.5,18.25
Aaron Brooks,HOU,82,1604,215,434,69,14,209,232,1,0,6,0,1496.5,18.25
Brendan Haywood,DAL,77,704,715,43,26,158,0,99,0,0,19,0,1398.0,18.16
Rodney Stuckey,DET,73,1215,281,348,101,12,18,163,0,0,5,0,1313.5,17.99
Jason Thompson,SAC,75,939,637,124,41,73,1,139,0,0,24,0,1344.0,17.92
Samuel Dalembert,PHI,82,667,784,64,42,151,0,123,0,0,22,0,1466.5,17.88
Al Harrington,NYK,72,1276,405,110,62,26,140,132,2,0,6,0,1275.0,17.71
Mehmet Okur,UTA,73,988,515,119,38,81,82,127,0,0,13,0,1293.0,17.71
Mo Williams,CLE,69,1092,206,368,70,21,159,173,0,0,5,0,1213.5,17.59
Andrei Kirilenko,UTA,58,688,264,158,83,71,26,79,0,0,1,0,1009.0,17.4
Anthony Tolliver,GSW,46,539,320,87,32,33,50,46,0,0,12,0,797.5,17.34
Kevin Martin,HOU,46,946,164,111,46,6,70,92,1,0,1,0,797.0,17.33
Andray Blatche,WAS,81,1143,509,170,85,71,13,182,0,0,16,0,1403.0,17.32
Danilo Gallinari,NYK,81,1221,398,135,75,58,186,110,0,0,5,0,1397.5,17.25
Raymond Felton,CHA,80,968,288,446,123,22,60,168,0,0,5,0,1375.0,17.19
Jason Richardson,PHX,79,1239,404,143,66,33,157,92,0,0,3,0,1354.0,17.14
Anthony Randolph,GSW,33,384,215,42,28,51,1,49,0,0,5,0,563.5,17.08
Michael Beasley,MIA,78,1156,498,100,80,49,28,131,0,0,11,0,1328.0,17.03
Corey Maggette,GSW,70,1387,373,172,51,4,13,168,0,0,5,0,1192.0,17.03
Ben Wallace,DET,69,381,597,105,86,84,0,64,0,0,4,0,1172.5,16.99
O.J. Mayo,MEM,82,1432,311,242,98,17,136,176,1,0,0,0,1392.0,16.98
Paul Millsap,UTA,82,954,559,131,64,99,1,116,0,0,12,0,1389.5,16.95
Jermaine O'Neal,MIA,70,950,486,92,25,95,0,125,0,0,14,0,1182.0,16.89
Reggie Williams,GSW,24,365,110,66,23,6,33,29,0,0,0,0,404.0,16.83
Wilson Chandler,NYK,65,993,348,138,46,49,40,108,0,0,4,0,1088.5,16.75
Elton Brand,PHI,76,996,461,109,82,80,0,131,0,0,7,0,1268.0,16.68
Vince Carter,ORL,75,1244,293,236,53,18,119,106,1,0,1,0,1248.5,16.65
Tayshaun Prince,DET,49,661,248,161,34,22,27,60,0,0,2,0,807.0,16.47
Carl Landry,SAC,80,1343,468,66,55,63,1,136,0,0,7,0,1313.0,16.41
Yi Jianlian,NJN,52,623,372,47,37,52,15,77,0,0,9,0,848.0,16.31
Jason Terry,DAL,77,1280,140,292,94,17,136,109,0,0,1,0,1254.0,16.29
Andre Miller,POR,82,1146,266,445,93,9,16,173,1,1,9,0,1334.0,16.27
Mike Miller,WAS,54,586,336,212,39,12,82,115,0,0,3,0,872.0,16.15
John Salmons,MIL,81,1245,270,223,99,26,118,123,0,0,0,0,1301.5,16.07
Lou Williams,PHI,64,898,187,268,80,15,70,106,0,0,2,0,1025.0,16.02
Shawn Marion,DAL,75,898,477,107,69,61,3,99,0,0,6,0,1201.5,16.02
Anderson Varejao,CLE,76,651,578,87,71,67,1,67,0,0,11,0,1211.0,15.93
Boris Diaw,CHA,82,925,424,325,60,57,66,178,0,0,5,0,1305.5,15.92
Channing Frye,PHX,81,904,427,113,64,74,172,73,0,0,4,0,1285.0,15.86
Roy Hibbert,IND,81,946,464,158,30,131,3,145,0,0,10,0,1283.5,15.85
Kendrick Perkins,BOS,78,791,595,80,26,132,0,165,0,0,14,0,1235.5,15.84
Hedo Turkoglu,TOR,74,835,343,304,55,32,108,125,0,0,2,0,1169.5,15.8
Tyrus Thomas,CHA,54,508,335,56,63,85,0,92,0,0,3,0,852.0,15.78
Jamal Crawford,ATL,79,1425,201,238,61,12,163,137,0,0,0,0,1242.0,15.72
JR Smith,DEN,75,1156,234,183,99,20,158,139,1,0,0,0,1174.0,15.65
Rashard Lewis,ORL,72,1013,318,107,78,28,168,108,0,0,4,0,1123.5,15.6
Kirk Hinrich,CHI,74,805,260,330,85,24,104,113,0,0,1,0,1150.5,15.55
Kelenna Azubuike,GSW,9,125,41,10,5,9,10,7,0,0,0,0,139.5,15.5
Carlos Delfino,MIL,75,825,394,202,80,21,134,119,0,0,4,0,1162.5,15.5
Richard Hamilton,DET,46,831,122,202,30,3,41,115,0,0,2,0,713.0,15.5
Ray Allen,BOS,80,1304,253,210,64,25,145,129,0,0,0,0,1236.5,15.46
Drew Gooden,LAC,70,763,542,47,41,58,1,108,0,0,19,0,1080.0,15.43
Taj Gibson,CHI,82,735,611,70,50,104,0,114,0,0,18,0,1260.5,15.37
Eric Gordon,LAC,62,1045,160,186,69,14,119,144,0,0,0,0,950.0,15.32
Beno Udrih,SAC,79,1023,219,372,89,10,75,136,0,0,6,1,1210.0,15.32
Shaquille O'Neal,CLE,53,636,355,80,15,62,0,105,0,0,7,0,809.0,15.26
Metta World Peace,LAL,77,845,331,234,106,21,105,121,0,0,1,0,1174.0,15.25
Mike Conley,MEM,80,959,191,425,109,12,82,170,0,0,4,0,1212.5,15.16
Andris Biedrins,GSW,33,166,259,57,20,44,0,32,0,0,1,0,496.0,15.03
Thaddeus Young,PHI,67,926,350,97,81,15,48,126,0,0,6,0,1006.0,15.01
Spencer Hawes,SAC,72,723,436,158,32,83,26,131,0,0,9,0,1076.5,14.95
Tony Parker,SAS,56,894,135,317,29,8,10,149,0,0,3,0,832.0,14.86
Grant Hill,PHX,81,912,445,193,60,36,35,108,0,0,6,0,1201.5,14.83
Jameer Nelson,ORL,65,818,194,353,48,2,86,139,0,0,4,0,964.0,14.83
Shane Battier,HOU,67,534,312,164,53,76,101,64,0,0,4,0,991.5,14.8
Darren Collison,NOH,76,946,192,432,78,4,46,202,0,0,14,1,1098.0,14.45
Udonis Haslem,MIA,78,771,629,52,30,23,0,75,0,0,21,0,1118.5,14.34
Corey Brewer,MIN,82,1066,279,193,117,29,82,164,0,0,1,0,1175.0,14.33
Ersan Ilyasova,MIL,81,840,517,84,53,23,81,71,0,0,11,0,1153.5,14.24
Courtney Lee,NJN,71,885,252,121,93,20,76,76,0,0,0,0,1003.5,14.13
Raja Bell,GSW,6,71,23,13,4,2,12,5,0,0,0,0,84.5,14.08
Anthony Morrow,GSW,69,899,259,104,65,16,140,84,0,0,3,0,963.5,13.96
Chris Andersen,DEN,76,448,483,33,42,143,0,59,0,0,4,0,1055.0,13.88
Jose Calderon,TOR,68,699,142,404,47,7,68,99,0,0,3,0,941.5,13.85
Charlie Villanueva,DET,78,931,365,53,48,55,99,74,0,0,2,0,1067.0,13.68
Richard Jefferson,SAS,81,994,356,158,45,40,59,105,0,0,2,0,1107.5,13.67
Jarrett Jack,TOR,82,931,222,413,60,6,82,163,0,0,2,0,1112.5,13.57
Marvin Williams,ATL,81,820,416,93,66,46,40,72,0,0,3,0,1094.0,13.51
Peja Stojakovic,NOH,62,784,227,92,48,5,132,56,0,0,1,0,828.0,13.35
George Hill,SAS,78,964,205,226,69,26,75,101,0,0,1,0,1040.5,13.34
Marcus Thornton,NOH,73,1057,211,114,58,11,117,76,0,0,0,0,974.0,13.34
Jonas Jerebko,DET,80,741,478,58,79,29,36,82,0,0,7,0,1065.5,13.32
Kyle Lowry,HOU,68,620,247,305,60,9,37,116,0,0,2,0,904.5,13.3
C.J. Watson,GSW,65,667,169,180,103,8,45,69,1,0,0,0,859.0,13.22
Earl Watson,IND,79,619,240,399,104,16,53,175,0,0,2,0,1042.0,13.19
Erick Dampier,DAL,55,328,400,31,15,77,1,61,0,0,7,0,725.5,13.19
Jonny Flynn,MIN,81,1094,191,356,82,2,77,233,0,0,0,0,1067.5,13.18
Michael Redd,MIL,18,215,54,39,19,2,18,15,0,0,0,0,236.5,13.14
Rasheed Wallace,BOS,79,710,325,80,80,70,82,63,0,0,0,0,1038.0,13.14
Quentin Richardson,MIA,76,678,374,93,70,18,142,62,0,0,5,0,996.0,13.11
Allen Iverson,PHI,28,385,79,113,19,2,9,64,0,0,0,0,367.0,13.11
Ronnie Brewer,MEM,58,511,187,154,91,15,8,53,0,0,1,0,760.5,13.11
Ryan Gomes,MIN,76,832,348,124,62,16,74,95,0,0,1,0,987.0,12.99
Brandon Rush,IND,82,774,346,112,56,65,124,93,0,0,4,0,1060.0,12.93
Chris Duhon,NYK,67,494,178,378,59,3,90,110,0,0,2,0,864.0,12.9
Matt Barnes,ORL,81,716,445,134,59,30,66,112,0,0,5,0,1041.0,12.85
Rasual Butler,LAC,82,979,240,116,36,68,145,79,0,0,0,0,1047.0,12.77
Nicolas Batum,POR,37,375,141,44,24,25,54,27,0,0,1,0,471.5,12.74
T.J. Ford,IND,47,484,149,180,44,11,8,90,0,0,2,0,597.0,12.7
Larry Hughes,CHA,45,411,142,137,52,15,43,75,0,0,2,0,567.0,12.6
Josh Howard,WAS,35,446,125,48,26,11,23,46,0,0,0,0,435.5,12.44
Joel Przybilla,POR,30,123,238,8,8,43,0,39,0,0,1,0,371.5,12.38
Thabo Sefolosha,OKC,82,489,387,145,97,46,41,90,0,0,3,0,996.0,12.15
Mike Bibby,ATL,80,730,184,310,67,3,126,90,0,0,0,0,972.0,12.15
Darko Milicic,MIN,32,215,151,47,22,34,0,35,0,0,2,0,384.5,12.02
Omri Casspi,SAC,77,792,349,95,54,17,75,98,0,0,4,0,925.5,12.02
DeJuan Blair,SAS,82,638,526,65,50,39,0,112,0,0,8,0,984.0,12.0
Will Bynum,DET,63,628,142,283,55,7,12,115,0,0,1,0,755.0,11.98
Ben Gordon,DET,62,855,119,166,49,6,75,118,0,0,0,0,742.0,11.97
Delonte West,CLE,60,528,169,196,55,28,25,90,0,0,1,0,718.5,11.97
Brad Miller,CHI,82,719,399,154,44,29,37,107,0,0,7,0,977.0,11.91
James Harden,OKC,76,753,244,137,80,20,93,106,0,0,0,0,898.0,11.82
Ronny Turiaf,GSW,42,207,191,90,23,54,0,49,0,0,0,0,489.5,11.65
Terrence Williams,NJN,78,656,348,223,43,10,31,124,0,0,8,1,906.5,11.62
Steve Blake,LAC,80,586,187,380,58,6,116,128,0,0,4,1,924.0,11.55
Luke Ridnour,MIL,82,852,143,324,54,7,69,106,0,0,3,0,946.5,11.54
Luc Mbah a Moute,MIL,73,453,400,81,60,39,6,70,0,0,4,0,842.5,11.54
Chuck Hayes,HOU,82,358,465,139,73,43,0,74,0,0,4,0,945.0,11.52
Jrue Holiday,PHI,73,587,191,280,79,18,62,156,0,0,2,0,835.5,11.45
Al Thornton,WAS,75,804,294,90,45,35,11,102,0,0,3,0,852.5,11.37
Nate Robinson,BOS,56,567,110,163,49,5,87,73,1,0,0,0,636.0,11.36
Tracy McGrady,NYK,30,245,94,99,15,14,16,44,0,0,0,0,337.5,11.25
Nenad Krstic,OKC,76,639,383,52,32,45,1,58,0,0,3,0,854.0,11.24
Jared Dudley,PHX,82,674,281,115,81,16,120,68,0,0,2,0,921.0,11.23
Serge Ibaka,OKC,73,461,397,10,25,97,1,68,0,0,4,0,818.0,11.21
Jared Jeffries,HOU,70,372,288,101,62,71,21,76,0,0,2,0,777.5,11.11
Mike Dunleavy,IND,67,666,236,103,38,15,75,72,0,0,0,0,743.5,11.1
Rafer Alston,MIA,52,427,129,176,50,10,58,95,0,0,1,1,575.5,11.07
Tyler Hansbrough,IND,29,246,138,28,17,8,0,21,0,0,3,0,321.0,11.07
Kris Humphries,NJN,69,487,378,32,36,48,0,66,0,0,4,0,759.5,11.01
Tyson Chandler,CHA,51,333,320,16,17,55,0,91,0,0,5,0,560.5,10.99
Robin Lopez,PHX,51,430,248,7,10,53,0,41,0,0,4,0,559.0,10.96
Zydrunas Ilgauskas,CLE,64,474,345,48,14,50,11,63,0,0,0,0,700.5,10.95
CJ Miles,UTA,63,622,168,105,58,17,74,81,0,0,0,0,690.0,10.95
Nazr Mohammed,CHA,58,459,304,28,15,43,0,53,0,0,4,0,628.5,10.84
Travis Outlaw,LAC,34,309,121,34,18,17,40,32,0,0,1,0,368.5,10.84
Antonio McDyess,SAS,77,446,455,83,43,32,0,79,0,0,3,0,835.0,10.84
Martell Webster,POR,82,768,268,62,45,40,124,60,0,0,2,0,888.0,10.83
Arron Afflalo,DEN,82,724,252,138,46,30,108,74,0,0,1,0,885.0,10.79
Rudy Fernandez,POR,62,503,164,127,62,11,98,72,0,0,0,0,665.5,10.73
JaVale McGee,WAS,60,386,243,14,16,101,0,51,0,0,6,0,639.0,10.65
Dahntay Jones,IND,76,776,229,150,40,39,4,129,0,0,1,0,799.0,10.51
Randy Foye,WAS,70,704,130,228,33,10,63,94,0,0,2,0,735.5,10.51
Amir Johnson,TOR,82,511,395,48,44,66,0,63,0,0,2,0,857.5,10.46
JJ Hickson,CLE,81,689,400,40,36,39,0,92,0,0,4,0,846.5,10.45
Mario Chalmers,MIA,73,521,135,246,91,12,75,123,0,0,0,0,762.0,10.44
Francisco Garcia,SAC,25,202,66,45,10,19,23,21,0,0,0,0,260.5,10.42
Jason Maxiell,DET,76,513,401,39,36,38,0,68,0,0,7,0,783.5,10.31
Anthony Parker,CLE,81,595,231,157,63,18,108,71,0,0,0,0,830.5,10.25
Derek Fisher,LAL,82,615,170,201,90,9,78,78,0,0,0,0,837.5,10.21
Marreese Speights,PHI,62,532,252,36,29,34,0,51,0,0,3,0,632.0,10.19
Chris Douglas-Roberts,NJN,67,657,198,93,55,19,14,97,0,0,2,0,679.5,10.14
Flip Murray,CHI,75,746,183,135,46,16,69,91,0,0,0,0,758.5,10.11
Dorell Wright,MIA,72,510,235,91,52,32,61,53,0,0,0,0,726.5,10.09
Nick Collison,OKC,75,439,384,38,37,48,1,63,0,0,2,0,751.0,10.01
Donte Greene,SAC,76,647,234,71,41,53,69,93,0,0,1,0,759.0,9.99
Mickael Pietrus,ORL,75,651,215,49,53,31,116,69,0,0,1,0,747.5,9.97
James Posey,NOH,77,399,329,117,42,19,81,51,0,0,0,0,757.0,9.83
Chase Budinger,HOU,74,657,220,88,34,11,92,48,0,0,2,0,726.5,9.82
Henry Walker,NYK,35,329,88,40,23,3,50,28,0,0,0,0,341.5,9.76
Ty Lawson,DEN,65,542,124,203,48,2,34,82,0,0,0,0,633.0,9.74
Hakim Warrick,CHI,76,733,314,52,24,18,1,80,0,0,3,0,740.0,9.74
Wesley Matthews,UTA,82,769,191,124,64,15,63,93,0,0,0,0,796.0,9.71
Ramon Sessions,MIN,82,674,214,258,55,5,1,137,0,0,1,0,793.5,9.68
Vladimir Radmanovic,GSW,41,256,178,45,29,7,30,44,0,0,1,0,395.0,9.63
Matt Bonner,SAS,65,457,214,68,30,24,90,39,0,0,1,0,625.5,9.62
Andres Nocioni,SAC,75,635,222,75,32,26,96,67,0,0,0,0,711.5,9.49
Toney Douglas,NYK,56,481,108,112,42,3,68,55,0,0,0,0,529.5,9.46
Goran Dragic,PHX,80,635,171,241,48,8,74,126,0,0,1,0,753.5,9.42
Josh Boone,NJN,63,253,315,29,30,48,0,37,0,0,1,0,590.5,9.37
Shannon Brown,LAL,82,667,183,108,57,31,62,67,0,0,1,0,765.5,9.34
James Singleton,WAS,57,254,276,31,28,43,7,49,0,0,2,0,532.5,9.34
Cartier Martin,WAS,18,141,68,16,11,1,17,19,0,0,0,0,168.0,9.33
JJ Redick,ORL,82,788,155,158,28,4,111,63,0,0,0,0,763.5,9.31
Craig Smith,LAC,75,585,287,84,33,25,1,88,0,0,1,0,693.0,9.24
Shaun Livingston,WAS,36,250,78,130,17,11,0,58,0,0,0,0,331.0,9.19
J.J. Barea,DAL,78,596,146,258,35,6,56,102,0,0,0,0,710.0,9.1
Damien Wilkins,MIN,80,451,249,135,66,25,18,76,0,0,3,0,727.5,9.09
Jason Williams,ORL,82,493,126,298,53,3,84,87,0,0,1,0,738.5,9.01
Oliver Lafayette,BOS,1,7,4,2,0,0,1,1,0,0,0,0,9.0,9.0
DeAndre Jordan,LAC,70,336,352,21,16,62,0,75,0,0,8,0,630.0,9.0
Sonny Weems,TOR,69,518,192,101,39,25,2,65,0,0,1,0,617.0,8.94
Jarvis Hayes,NJN,45,350,108,40,29,9,60,28,0,0,0,0,401.0,8.91
Lou Amundson,PHX,79,371,346,31,24,73,0,57,0,0,2,0,701.5,8.88
Leandro Barbosa,PHX,44,418,69,64,23,12,44,46,0,0,0,0,388.0,8.82
Willie Green,PHI,73,638,129,152,32,11,47,67,0,0,0,0,642.5,8.8
Tony Allen,BOS,54,330,145,72,59,19,0,66,0,0,1,0,473.0,8.76
Jerry Stackhouse,MIL,42,358,100,70,21,9,45,66,0,0,0,0,365.5,8.7
DeMar DeRozan,TOR,77,662,223,53,43,18,4,62,0,0,0,0,669.0,8.69
Devin Brown,CHI,50,399,124,65,33,6,58,62,0,0,0,0,433.5,8.67
Kyle Korver,UTA,52,374,111,89,26,12,59,42,0,0,0,0,450.5,8.66
Ryan Anderson,ORL,63,487,202,37,25,14,78,56,0,0,1,0,544.5,8.64
Morris Peterson,NOH,46,327,126,41,25,5,62,27,0,0,1,0,395.5,8.6
Darius Songaila,NOH,75,543,232,70,62,14,1,81,0,0,0,0,645.0,8.6
Juwan Howard,POR,73,437,335,61,27,10,0,72,0,0,2,0,618.5,8.47
Carlos Arroyo,MIA,72,439,130,225,36,6,7,54,0,0,1,0,609.0,8.46
Devean George,GSW,45,242,114,32,41,10,48,15,0,0,0,0,378.0,8.4
Jamario Moon,CLE,61,296,191,49,34,30,32,23,0,0,0,0,509.0,8.34
Alonzo Gee,WAS,11,81,33,7,7,1,7,10,0,0,1,0,91.0,8.27
Sergio Rodriguez,NYK,66,434,89,212,50,5,32,114,0,0,0,0,530.0,8.03
Jerryd Bayless,POR,74,630,120,172,26,5,29,94,0,0,0,0,589.5,7.97
AJ Price,IND,56,410,88,106,35,3,60,59,0,0,0,0,446.0,7.96
Antoine Wright,TOR,67,435,190,71,30,11,58,58,0,0,0,0,531.5,7.93
Jordan Farmar,LAL,82,591,131,127,52,11,86,72,0,0,0,0,650.5,7.93
Jeff Foster,IND,16,49,81,21,3,4,0,14,0,0,0,0,126.5,7.91
Glen Davis,BOS,54,340,205,35,21,14,0,53,0,0,0,0,427.0,7.91
Roger Mason Jr.,SAS,79,501,162,137,30,14,88,59,0,0,0,0,622.5,7.88
Tim Thomas,DAL,18,135,41,14,10,2,16,14,0,0,0,0,140.5,7.81
Marcin Gortat,ORL,81,293,341,17,17,70,0,46,0,0,0,0,632.5,7.81
Charlie Bell,MIL,71,459,132,104,39,12,73,54,0,0,0,0,550.0,7.75
Keyon Dooling,NJN,53,364,54,135,34,0,59,59,0,0,0,0,409.5,7.73
Mikki Moore,GSW,23,115,69,36,5,13,0,21,0,0,0,0,177.5,7.72
Kurt Thomas,MIL,70,210,291,47,26,46,0,48,0,0,1,0,540.0,7.71
Hasheem Thabeet,MEM,68,208,243,11,15,89,0,43,0,0,0,0,523.0,7.69
Theo Ratliff,CHA,49,178,157,25,12,61,0,41,0,0,0,0,376.0,7.67
Jordan Hill,HOU,47,244,175,20,14,21,0,30,0,0,0,0,357.0,7.6
Eddie House,NYK,68,473,109,85,40,7,79,47,0,0,0,0,517.0,7.6
Eric Maynor,OKC,81,382,129,266,40,10,22,85,0,0,3,0,615.0,7.59
D.J. Augustin,CHA,80,508,97,193,45,5,70,74,0,0,0,0,605.0,7.56
Josh McRoberts,IND,42,179,127,44,17,16,8,19,0,0,2,0,313.5,7.46
Zaza Pachulia,ATL,78,333,293,42,37,31,0,58,0,0,1,0,580.5,7.44
Luther Head,IND,47,357,80,72,18,9,37,54,0,0,0,0,349.0,7.43
David Andersen,HOU,63,367,208,44,15,12,27,37,0,0,0,0,466.0,7.4
Marco Belinelli,TOR,66,469,95,89,42,5,60,60,0,0,0,0,482.5,7.31
Anthony Carter,DEN,54,180,89,160,39,13,17,58,0,0,0,0,393.5,7.29
Joel Anthony,MIA,80,218,249,12,20,109,0,45,0,0,0,0,583.0,7.29
Darrell Arthur,MEM,32,143,110,15,14,14,0,22,0,0,1,0,231.5,7.23
Bobby Simmons,NJN,23,122,63,15,15,3,20,19,0,0,0,0,166.0,7.22
Rodrigue Beaubois,DAL,56,397,78,74,29,12,45,54,1,0,0,0,402.0,7.18
Sam Young,MEM,80,595,201,52,34,20,11,94,0,0,0,0,570.0,7.12
Nick Young,WAS,74,639,102,48,28,8,69,56,0,0,0,0,520.0,7.03
Earl Boykins,WAS,67,440,75,171,24,3,19,69,0,0,0,0,460.5,6.87
Ryan Hollins,MIN,73,447,207,51,19,38,0,95,0,0,0,0,500.5,6.86
Daniel Gibson,CLE,56,355,73,70,25,7,71,36,0,0,0,0,384.0,6.86
Keith Bogans,SAS,79,347,176,95,45,12,70,53,0,0,0,0,540.5,6.84
Maurice Evans,ATL,79,453,154,48,34,17,57,20,0,0,0,0,539.0,6.82
Chris Hunter,GSW,60,270,167,37,13,35,0,30,0,0,1,0,406.0,6.77
Brandon Bass,ORL,50,290,127,19,12,27,0,31,0,0,0,0,338.0,6.76
Jamaal Tinsley,MEM,38,133,66,108,33,5,7,63,0,0,0,0,257.0,6.76
Sebastian Telfair,CLE,43,208,45,126,24,5,13,50,0,0,0,0,289.5,6.73
Coby Karl,GSW,7,28,18,15,3,1,2,10,0,0,0,0,46.0,6.57
Solomon Jones,IND,52,207,144,32,14,37,0,40,0,0,0,0,341.5,6.57
